loan_id,customer_id,loan_type,loan_amount,outstanding_amount,interest_rate,loan_term_months,loan_status,application_date,disbursement_date,maturity_date
L0004935,C001106,Business,2990213.61,1821725.55,13.62,84,Delinquent,2021-07-26,2021-08-15,2028-08-15
L0004936,C000259,Auto,2041356.33,1647312.1,12.64,48,Current,2024-08-18,2024-09-07,2028-09-07
L0004937,C000302,Mortgage,11199009.47,10389603.45,11.76,240,Current,2023-07-16,2023-08-05,2043-08-05
L0004938,C002079,Mortgage,5899290.02,5052552.29,10.79,240,Current,2023-05-10,2023-05-30,2043-05-30
L0004939,C005732,Auto,406357.17,315938.85,11.91,48,Current,2023-12-28,2024-01-01,2028-01-01
L0004940,C003557,Auto,4000000.0,3779602.46,7.15,60,Current,2023-07-03,2023-07-31,2028-07-31
L0004941,C000344,Personal,1191123.16,0.0,18.29,24,Closed,2023-01-21,2023-02-20,2025-02-20
L0004942,C007455,Business,1011897.45,612195.01,9.58,60,Current,2021-04-18,2021-04-25,2026-04-25
L0004943,C002890,Personal,794247.23,676198.65,14.07,48,Current,2023-07-29,2023-08-21,2027-08-21
L0004944,C009959,Mortgage,9668310.75,0.0,8.27,120,Paid Off,2022-07-27,2022-08-28,2032-08-28
L0004945,C006018,Business,8000000.0,6286662.72,15.03,36,Current,2023-06-16,2023-06-29,2026-06-29
L0004946,C008565,Personal,1235227.31,853891.77,15.26,36,Current,2023-12-07,2023-12-21,2026-12-21
L0004947,C009812,Business,1163307.24,1048504.89,15.0,36,Current,2024-06-15,2024-06-28,2027-06-28
L0004948,C008357,Mortgage,4574951.9,4024493.72,8.54,180,Current,2021-04-21,2021-05-20,2036-05-20
L0004949,C004760,Auto,313226.04,276981.77,10.49,24,Current,2024-03-22,2024-03-25,2026-03-25
L0004950,C005195,Personal,547606.53,480976.65,14.81,60,Current,2024-07-13,2024-08-16,2029-08-16
L0004951,C009380,Personal,366474.66,0.0,15.53,36,Closed,2021-11-17,2021-11-20,2024-11-20
L0004952,C007398,Mortgage,15000000.0,14233913.81,12.06,240,Current,2022-04-13,2022-05-09,2042-05-09
L0004953,C004162,Business,7657260.19,0.0,13.41,36,Closed,2021-06-10,2021-07-09,2024-07-09
L0004954,C001364,Personal,460588.39,337657.85,15.05,36,Current,2023-02-09,2023-02-22,2026-02-22
L0004955,C009948,Business,1996042.76,1316421.51,13.81,48,Delinquent,2021-08-01,2021-08-07,2025-08-07
L0004956,C008027,Education,1858002.46,1140530.45,8.78,60,Current,2021-07-11,2021-07-30,2026-07-30
L0004957,C009122,Mortgage,3845613.64,3519672.82,9.39,120,Current,2021-07-14,2021-08-08,2031-08-08
L0004958,C007951,Personal,1448158.33,0.0,16.53,12,Paid Off,2021-09-06,2021-10-06,2022-10-06
L0004959,C000684,Auto,2843528.45,0.0,9.54,24,Closed,2023-01-05,2023-01-28,2025-01-28
L0004960,C008938,Personal,1148525.77,766066.71,12.45,48,Current,2021-04-01,2021-04-15,2025-04-15
L0004961,C002200,Business,6908022.15,6108437.11,12.2,84,Current,2023-11-17,2023-12-12,2030-12-12
L0004962,C001195,Personal,600491.87,0.0,13.56,36,Paid Off,2021-08-07,2021-08-13,2024-08-13
L0004963,C000608,Business,1685938.27,1540874.99,15.56,48,Current,2021-11-25,2021-12-01,2025-12-01
L0004964,C004226,Education,1217522.0,764007.16,11.19,60,Current,2022-09-19,2022-10-22,2027-10-22
L0004965,C006879,Auto,1932333.47,0.0,12.86,24,Closed,2021-02-12,2021-02-14,2023-02-14
L0004966,C004759,Personal,1203599.9,0.0,13.37,12,Paid Off,2023-05-22,2023-06-01,2024-06-01
L0004967,C004346,Personal,499552.21,387393.23,15.31,48,Current,2022-07-16,2022-08-03,2026-08-03
L0004968,C008920,Mortgage,11553885.52,5014538.17,8.56,120,Default,2023-06-19,2023-07-20,2033-07-20
L0004969,C002144,Education,280238.69,256573.43,10.72,60,Current,2024-03-31,2024-04-12,2029-04-12
L0004970,C002446,Auto,784051.11,504120.34,11.03,48,Current,2023-01-16,2023-01-22,2027-01-22
L0004971,C001510,Mortgage,5198205.75,3660338.2,10.46,120,Current,2022-01-14,2022-02-11,2032-02-11
L0004972,C009605,Personal,133653.15,57925.55,14.09,36,Current,2022-08-09,2022-08-25,2025-08-25
L0004973,C009497,Personal,1124604.27,750452.37,16.11,60,Current,2021-09-08,2021-09-19,2026-09-19
L0004974,C000798,Personal,890359.1,691838.99,14.17,36,Current,2024-04-29,2024-05-02,2027-05-02
L0004975,C005394,Mortgage,12814378.66,10292645.75,9.44,120,Current,2021-10-08,2021-11-01,2031-11-01
L0004976,C001489,Personal,683208.41,0.0,12.86,24,Paid Off,2022-03-05,2022-03-30,2024-03-30
L0004977,C006661,Personal,502342.41,435109.46,15.76,24,Current,2023-10-25,2023-10-29,2025-10-29
L0004978,C001770,Personal,1068234.37,0.0,15.41,24,Paid Off,2021-05-29,2021-06-09,2023-06-09
L0004979,C003946,Personal,1170161.18,959048.03,16.27,36,Current,2023-11-08,2023-11-15,2026-11-15
L0004980,C009052,Business,6465040.71,0.0,15.01,24,Paid Off,2021-12-03,2021-12-16,2023-12-16
L0004981,C005351,Personal,279624.56,180300.57,15.2,36,Current,2023-08-02,2023-08-08,2026-08-08
L0004982,C003711,Personal,1230234.89,851557.46,16.36,60,Current,2021-10-06,2021-10-16,2026-10-16
L0004983,C003042,Mortgage,6216030.39,5392448.5,9.32,120,Current,2023-04-20,2023-04-29,2033-04-29
L0004984,C004445,Education,983016.14,920282.91,10.14,36,Current,2023-03-04,2023-03-23,2026-03-23
L0004985,C004174,Auto,3177882.8,2099633.67,12.94,36,Current,2023-08-27,2023-09-13,2026-09-13
L0004986,C007191,Business,2003177.01,0.0,13.68,60,Closed,2021-01-22,2021-02-21,2026-02-21
L0004987,C007780,Business,5964859.13,4484273.4,13.62,24,Current,2023-12-27,2024-01-11,2026-01-11
L0004988,C000573,Personal,679291.41,0.0,16.25,24,Closed,2022-02-19,2022-03-16,2024-03-16
L0004989,C003783,Auto,2837069.85,2665078.82,10.36,60,Current,2024-04-28,2024-05-05,2029-05-05
L0004990,C002866,Personal,107625.59,82798.62,17.0,24,Current,2024-01-15,2024-01-19,2026-01-19
L0004991,C000643,Auto,2371537.65,1355491.96,11.03,36,Current,2023-04-06,2023-04-27,2026-04-27
L0004992,C007123,Personal,318948.82,145780.21,13.22,36,Current,2022-06-05,2022-07-07,2025-07-07
L0004993,C008138,Personal,284042.0,113483.74,16.89,12,Delinquent,2024-01-03,2024-01-15,2025-01-15
L0004994,C004158,Education,1537092.73,1170930.04,8.35,48,Current,2023-12-28,2024-01-17,2028-01-17
L0004995,C005197,Auto,1202950.75,834605.06,14.38,48,Current,2023-07-20,2023-07-26,2027-07-26
L0004996,C004920,Personal,97724.33,86925.17,13.16,60,Current,2023-06-22,2023-07-17,2028-07-17
L0004997,C008613,Business,6383507.79,5958681.63,13.02,48,Current,2023-09-15,2023-10-02,2027-10-02
L0004998,C001081,Education,1030125.65,0.0,6.51,36,Paid Off,2021-06-25,2021-07-11,2024-07-11
L0004999,C004284,Personal,987479.45,850906.27,13.99,36,Current,2024-10-01,2024-10-10,2027-10-10
L0005000,C003475,Personal,591810.7,515669.54,14.28,36,Current,2024-08-01,2024-08-19,2027-08-19
L0005001,C003765,Personal,1149102.29,0.0,13.94,12,Paid Off,2022-11-02,2022-11-10,2023-11-10
L0005002,C005290,Personal,801640.4,725681.36,14.94,48,Current,2023-04-03,2023-04-08,2027-04-08
L0005003,C009232,Personal,1145057.18,0.0,16.08,12,Paid Off,2022-03-17,2022-04-17,2023-04-17
L0005004,C003204,Auto,325324.91,0.0,12.64,24,Paid Off,2021-10-29,2021-11-02,2023-11-02
L0005005,C002590,Business,5959477.8,4128097.39,13.48,36,Current,2023-05-12,2023-05-28,2026-05-28
L0005006,C003452,Mortgage,4929812.13,4298469.66,8.32,240,Current,2024-10-06,2024-10-23,2044-10-23
L0005007,C001491,Personal,919342.06,775588.18,14.73,48,Delinquent,2022-05-24,2022-05-29,2026-05-29
L0005008,C001895,Auto,3105296.71,2859641.96,10.63,36,Current,2022-06-25,2022-07-16,2025-07-16
L0005009,C009706,Personal,264050.24,0.0,14.01,36,Paid Off,2021-08-15,2021-09-05,2024-09-05
L0005010,C006930,Education,1395541.19,967862.67,12.66,60,Current,2021-08-03,2021-09-05,2026-09-05
L0005011,C007203,Auto,1220495.43,713469.38,10.82,60,Current,2022-04-04,2022-04-23,2027-04-23
L0005012,C000544,Mortgage,12822872.84,487433.51,10.88,240,Closed,2024-02-10,2024-02-17,2044-02-17
L0005013,C000349,Personal,154658.96,0.0,14.16,24,Closed,2021-03-23,2021-04-20,2023-04-20
L0005014,C002603,Mortgage,6555634.73,5635122.91,11.38,180,Current,2024-01-24,2024-02-22,2039-02-22
L0005015,C000541,Mortgage,15000000.0,12567691.02,9.16,240,Current,2021-04-27,2021-05-26,2041-05-26
L0005016,C002373,Personal,824550.75,560638.54,14.3,60,Current,2022-06-25,2022-07-19,2027-07-19
L0005017,C007800,Mortgage,5638159.9,4957625.04,7.46,60,Current,2023-02-19,2023-03-15,2028-03-15
L0005018,C007897,Business,2756409.24,1989661.77,13.27,24,Current,2023-08-04,2023-08-13,2025-08-13
L0005019,C000513,Education,719521.44,0.0,10.46,36,Paid Off,2021-08-30,2021-09-13,2024-09-13
L0005020,C006138,Mortgage,8880895.09,2860046.73,8.74,120,Default,2021-07-30,2021-08-14,2031-08-14
L0005021,C001400,Personal,1272956.41,896928.87,17.62,48,Current,2021-08-31,2021-10-02,2025-10-02
L0005022,C006591,Personal,953953.72,0.0,16.6,24,Paid Off,2022-01-27,2022-02-05,2024-02-05
L0005023,C004245,Auto,1585422.63,1382279.42,13.86,60,Current,2022-10-09,2022-10-28,2027-10-28
L0005024,C003831,Education,736930.62,653133.71,10.79,48,Current,2023-08-16,2023-09-04,2027-09-04
L0005025,C008461,Personal,677125.33,498340.45,14.82,48,Current,2023-03-10,2023-03-21,2027-03-21
L0005026,C003612,Education,213001.91,123198.52,9.07,48,Default,2022-07-02,2022-07-06,2026-07-06
L0005027,C004018,Business,2641222.85,1806317.75,13.28,48,Current,2022-03-27,2022-04-21,2026-04-21
L0005028,C001639,Mortgage,3674871.83,3501698.12,8.98,180,Current,2024-01-31,2024-02-11,2039-02-11
L0005029,C006761,Auto,3412898.74,0.0,9.58,36,Paid Off,2021-04-13,2021-04-29,2024-04-29
L0005030,C007764,Business,1975080.71,0.0,14.69,24,Closed,2022-09-18,2022-10-22,2024-10-22
L0005031,C001943,Education,633741.65,591123.56,7.93,48,Current,2024-09-11,2024-10-01,2028-10-01
L0005032,C006288,Mortgage,6985916.9,6439887.94,7.54,60,Current,2024-10-21,2024-11-11,2029-11-11
L0005033,C000992,Auto,1730202.12,1199539.18,11.37,60,Default,2024-07-01,2024-07-29,2029-07-29
L0005034,C008080,Business,5036455.23,4474036.99,11.15,60,Delinquent,2022-12-25,2023-01-10,2028-01-10
L0005035,C002453,Business,2129261.93,1570909.81,12.33,60,Current,2021-11-22,2021-12-20,2026-12-20
L0005036,C008410,Education,707634.03,0.0,8.02,36,Paid Off,2021-06-03,2021-06-23,2024-06-23
L0005037,C006111,Mortgage,9014910.99,7320756.0,9.54,240,Delinquent,2021-10-11,2021-10-17,2041-10-17
L0005038,C008352,Business,2865770.38,2714145.28,12.81,48,Current,2022-01-06,2022-01-13,2026-01-13
L0005039,C004989,Education,468296.46,304837.47,9.26,36,Current,2023-07-23,2023-08-08,2026-08-08
L0005040,C002670,Personal,689233.21,0.0,15.71,12,Paid Off,2023-08-26,2023-09-24,2024-09-24
L0005041,C009268,Personal,892353.24,0.0,15.99,24,Paid Off,2021-08-29,2021-09-30,2023-09-30
L0005042,C006862,Education,534368.27,284794.26,9.38,36,Current,2023-02-27,2023-03-06,2026-03-06
L0005043,C005953,Mortgage,2073215.68,482445.64,11.4,120,Default,2023-02-09,2023-03-15,2033-03-15
L0005044,C002764,Mortgage,7988610.8,7129350.66,10.56,180,Current,2022-02-07,2022-02-12,2037-02-12
L0005045,C005459,Personal,365111.59,224504.76,15.65,60,Current,2022-10-16,2022-10-18,2027-10-18
L0005046,C000401,Personal,1394592.12,0.0,16.16,48,Closed,2021-07-01,2021-07-04,2025-07-04
L0005047,C008487,Education,541505.22,478407.02,6.56,60,Current,2023-08-02,2023-09-05,2028-09-05
L0005048,C006179,Personal,473961.19,0.0,13.22,24,Paid Off,2021-08-15,2021-09-14,2023-09-14
L0005049,C003857,Auto,3292137.14,0.0,11.41,60,Paid Off,2021-12-17,2021-12-28,2026-12-28
L0005050,C000676,Mortgage,15000000.0,9170239.94,10.45,120,Delinquent,2023-04-08,2023-04-18,2033-04-18
L0005051,C008120,Business,1134183.71,0.0,14.52,60,Closed,2022-11-17,2022-11-24,2027-11-24
L0005052,C007057,Personal,903742.77,590821.63,11.49,60,Current,2021-06-24,2021-07-12,2026-07-12
L0005053,C006601,Personal,117968.35,0.0,17.0,24,Paid Off,2022-03-27,2022-04-20,2024-04-20
L0005054,C006546,Auto,745570.84,586163.83,12.86,48,Current,2023-11-07,2023-12-08,2027-12-08
L0005055,C002081,Personal,1088738.42,824473.13,17.62,48,Current,2023-01-18,2023-01-20,2027-01-20
L0005056,C003501,Personal,1042587.8,0.0,13.06,12,Paid Off,2022-08-21,2022-09-16,2023-09-16
L0005057,C005876,Business,5850225.91,3987983.24,11.53,36,Current,2022-06-11,2022-06-23,2025-06-23
L0005058,C004977,Personal,287848.09,216044.83,15.58,36,Current,2022-06-13,2022-07-16,2025-07-16
L0005059,C008460,Mortgage,3776409.87,3390012.46,10.78,60,Current,2024-02-27,2024-03-25,2029-03-25
L0005060,C003560,Education,127506.73,0.0,9.81,60,Paid Off,2021-10-19,2021-11-20,2026-11-20
L0005061,C009236,Personal,450095.53,398044.53,14.3,48,Current,2024-09-13,2024-10-01,2028-10-01
L0005062,C002552,Mortgage,4857492.42,2005728.06,7.46,120,Delinquent,2021-02-02,2021-02-19,2031-02-19
L0005063,C009598,Personal,656061.82,543530.54,13.38,60,Current,2024-01-26,2024-01-31,2029-01-31
L0005064,C009724,Business,819234.9,562939.88,13.46,60,Default,2022-04-05,2022-05-07,2027-05-07
L0005065,C001652,Personal,522234.77,0.0,12.35,24,Paid Off,2022-09-01,2022-09-17,2024-09-17
L0005066,C005150,Business,8000000.0,4280615.81,11.07,60,Default,2024-01-29,2024-03-01,2029-03-01
L0005067,C004466,Education,1147026.18,1094962.48,7.77,48,Current,2024-06-30,2024-07-10,2028-07-10
L0005068,C003583,Business,1482580.33,0.0,12.3,24,Paid Off,2022-04-23,2022-04-26,2024-04-26
L0005069,C002401,Auto,3457143.35,2613345.68,14.02,60,Current,2023-08-29,2023-09-20,2028-09-20
L0005070,C008298,Personal,793931.57,733072.48,15.68,36,Current,2024-02-07,2024-03-02,2027-03-02
L0005071,C007654,Education,1876801.85,976472.35,9.71,36,Current,2022-02-06,2022-03-06,2025-03-06
L0005072,C004913,Education,1656775.68,1295688.28,9.1,48,Current,2024-04-27,2024-05-17,2028-05-17
L0005073,C004265,Personal,1200871.4,0.0,12.56,24,Paid Off,2021-06-05,2021-06-17,2023-06-17
L0005074,C002244,Business,4060059.43,3345371.95,12.67,84,Current,2023-02-24,2023-03-28,2030-03-28
L0005075,C008217,Business,2202973.81,0.0,14.95,24,Closed,2021-12-23,2022-01-01,2024-01-01
L0005076,C001912,Auto,1513945.54,1339168.42,12.18,60,Delinquent,2023-08-31,2023-09-02,2028-09-02
L0005077,C000633,Personal,660564.87,593261.22,15.88,24,Current,2023-12-26,2024-01-20,2026-01-20
L0005078,C002064,Education,1828941.6,0.0,8.08,24,Paid Off,2022-11-07,2022-11-09,2024-11-09
L0005079,C003469,Education,167849.18,0.0,7.91,24,Paid Off,2022-01-19,2022-01-24,2024-01-24
L0005080,C002155,Personal,350443.78,0.0,13.78,12,Paid Off,2022-03-07,2022-03-25,2023-03-25
L0005081,C003227,Personal,1250080.41,1128674.98,13.96,36,Delinquent,2021-01-09,2021-02-09,2024-02-09
L0005082,C005539,Education,1052073.41,574335.52,9.78,48,Current,2021-10-17,2021-10-21,2025-10-21
L0005083,C001404,Personal,385731.16,300165.21,14.82,60,Current,2021-04-29,2021-05-06,2026-05-06
L0005084,C006747,Mortgage,3727550.98,3507887.85,10.97,240,Current,2022-04-23,2022-05-26,2042-05-26
L0005085,C000965,Personal,293201.66,0.0,14.28,36,Closed,2022-07-16,2022-07-26,2025-07-26
L0005086,C004324,Mortgage,5939852.33,5651551.43,12.62,240,Current,2022-09-11,2022-09-18,2042-09-18
L0005087,C009824,Business,8000000.0,5905687.23,14.89,36,Current,2022-11-06,2022-12-04,2025-12-04
L0005088,C008478,Personal,482330.48,0.0,16.12,12,Paid Off,2023-10-17,2023-10-19,2024-10-19
L0005089,C000436,Mortgage,15000000.0,12705987.67,10.46,60,Current,2022-08-08,2022-08-10,2027-08-10
L0005090,C006947,Auto,1199442.92,841938.85,12.62,24,Current,2023-09-07,2023-10-09,2025-10-09
L0005091,C005212,Business,1362141.3,867521.06,15.33,60,Current,2021-01-18,2021-01-27,2026-01-27
L0005092,C003423,Personal,1500000.0,1423231.79,12.71,36,Current,2024-01-27,2024-02-06,2027-02-06
L0005093,C007133,Education,590326.83,0.0,8.75,36,Paid Off,2021-10-19,2021-11-11,2024-11-11
L0005094,C009024,Personal,903949.37,550061.6,17.21,24,Current,2023-02-06,2023-02-13,2025-02-13
L0005095,C008465,Business,1535910.97,1123819.22,14.29,60,Current,2023-05-14,2023-06-01,2028-06-01
L0005096,C002824,Business,2499482.06,1896468.57,13.43,24,Current,2024-03-03,2024-03-30,2026-03-30
L0005097,C001305,Personal,864954.19,0.0,14.3,24,Paid Off,2021-09-14,2021-10-10,2023-10-10
L0005098,C002836,Auto,1652577.1,0.0,12.1,24,Paid Off,2022-04-25,2022-05-14,2024-05-14
L0005099,C007092,Personal,1142793.03,1031639.29,14.06,36,Delinquent,2024-04-05,2024-05-06,2027-05-06
L0005100,C003387,Personal,1217198.61,969152.63,16.24,36,Delinquent,2022-06-04,2022-06-09,2025-06-09
L0005101,C002903,Mortgage,12589707.8,11957204.15,11.16,60,Current,2024-03-05,2024-03-21,2029-03-21
L0005102,C008379,Auto,991054.5,544090.18,13.15,60,Current,2021-11-15,2021-11-18,2026-11-18
L0005103,C009592,Personal,1500000.0,0.0,16.4,48,Closed,2022-08-11,2022-09-07,2026-09-07
L0005104,C005721,Business,3123476.89,1988212.92,11.82,36,Current,2022-08-23,2022-09-08,2025-09-08
L0005105,C007233,Education,1193247.11,0.0,11.7,36,Paid Off,2021-03-19,2021-03-24,2024-03-24
L0005106,C002865,Business,1886624.7,0.0,12.7,24,Paid Off,2022-11-22,2022-12-16,2024-12-16
L0005107,C000656,Education,319549.74,0.0,6.53,60,Closed,2021-10-24,2021-11-16,2026-11-16
L0005108,C001067,Auto,1386001.11,540582.13,12.19,48,Current,2021-06-12,2021-07-08,2025-07-08
L0005109,C002200,Personal,620830.92,0.0,14.18,12,Paid Off,2023-11-12,2023-11-18,2024-11-18
L0005110,C000548,Mortgage,1562490.47,1334405.14,11.15,240,Current,2023-04-23,2023-04-28,2043-04-28
L0005111,C003978,Education,1982853.31,1690806.49,7.0,60,Current,2021-02-12,2021-03-17,2026-03-17
L0005112,C000689,Mortgage,1320529.5,1132127.55,10.12,120,Current,2024-05-14,2024-05-29,2034-05-29
L0005113,C006276,Personal,713647.56,421480.61,16.64,60,Current,2021-04-10,2021-04-24,2026-04-24
L0005114,C000356,Education,1364120.04,0.0,7.65,36,Paid Off,2022-05-30,2022-07-01,2025-07-01
L0005115,C009906,Personal,1450708.92,0.0,12.35,12,Paid Off,2021-04-17,2021-04-28,2022-04-28
L0005116,C005895,Auto,687211.38,435667.94,13.3,24,Current,2023-04-30,2023-05-05,2025-05-05
L0005117,C004093,Personal,992734.02,909673.5,13.27,48,Current,2023-08-14,2023-09-03,2027-09-03
L0005118,C001190,Personal,1034787.31,0.0,14.62,12,Paid Off,2023-12-01,2023-12-28,2024-12-28
L0005119,C004101,Auto,1424300.19,989984.05,11.96,60,Current,2021-11-02,2021-11-04,2026-11-04
L0005120,C004368,Education,286426.59,236697.97,9.59,48,Current,2021-10-30,2021-12-03,2025-12-03
L0005121,C002944,Personal,109902.57,86275.93,15.81,24,Default,2021-03-19,2021-04-18,2023-04-18
L0005122,C009483,Personal,1297369.59,0.0,13.28,12,Closed,2022-01-20,2022-02-15,2023-02-15
L0005123,C000333,Business,5213758.27,4567882.34,13.65,48,Current,2023-11-15,2023-12-04,2027-12-04
L0005124,C001231,Personal,562373.92,326716.18,13.37,24,Current,2023-08-31,2023-09-28,2025-09-28
L0005125,C009895,Auto,3688068.79,2549470.17,9.3,60,Current,2023-03-21,2023-04-14,2028-04-14
L0005126,C001617,Personal,710316.01,0.0,13.66,12,Paid Off,2023-03-27,2023-04-02,2024-04-02
L0005127,C003744,Personal,867341.68,0.0,10.94,12,Closed,2021-05-24,2021-06-04,2022-06-04
L0005128,C008809,Auto,2390435.93,1920653.9,10.98,36,Current,2024-05-15,2024-05-26,2027-05-26
L0005129,C003171,Personal,353358.38,263178.18,14.22,36,Current,2024-01-31,2024-03-03,2027-03-03
L0005130,C008545,Auto,437344.38,0.0,12.16,36,Paid Off,2022-05-04,2022-05-21,2025-05-21
L0005131,C005271,Auto,2892571.13,2648434.21,12.37,48,Current,2024-03-11,2024-04-10,2028-04-10
L0005132,C000052,Mortgage,8686501.7,5227034.99,10.39,60,Current,2021-10-11,2021-11-03,2026-11-03
L0005133,C004030,Education,1692936.49,1297564.52,7.75,60,Current,2022-12-15,2023-01-03,2028-01-03
L0005134,C005377,Personal,1091218.4,874141.8,15.11,36,Current,2024-09-01,2024-09-19,2027-09-19
L0005135,C005040,Education,1364197.69,802696.07,9.37,48,Current,2021-07-15,2021-07-27,2025-07-27
L0005136,C005453,Personal,1027935.12,0.0,12.7,12,Paid Off,2022-12-10,2022-12-22,2023-12-22
L0005137,C002012,Education,658534.08,386118.03,10.58,60,Current,2021-07-22,2021-08-03,2026-08-03
L0005138,C001283,Business,3635444.67,0.0,12.0,36,Closed,2021-01-20,2021-01-27,2024-01-27
L0005139,C004901,Mortgage,15000000.0,13618835.93,9.85,240,Current,2023-03-04,2023-04-03,2043-04-03
L0005140,C002593,Education,959091.16,890541.77,9.59,60,Current,2023-05-29,2023-05-31,2028-05-31
L0005141,C009703,Auto,2671169.75,2052080.56,10.88,36,Current,2023-11-24,2023-12-21,2026-12-21
L0005142,C001480,Personal,1271659.16,960963.36,16.64,60,Current,2024-01-29,2024-02-14,2029-02-14
L0005143,C000227,Education,927219.95,769703.36,9.26,36,Current,2023-09-29,2023-10-28,2026-10-28
L0005144,C009298,Personal,798542.13,0.0,11.01,12,Closed,2022-08-13,2022-09-15,2023-09-15
L0005145,C005353,Personal,1500000.0,1431909.99,13.32,36,Current,2024-08-05,2024-08-25,2027-08-25
L0005146,C004245,Business,4521080.82,2644226.1,12.15,36,Delinquent,2024-04-07,2024-05-06,2027-05-06
L0005147,C003501,Personal,1042128.75,832244.88,15.76,60,Current,2024-05-30,2024-07-02,2029-07-02
L0005148,C008373,Auto,2255524.95,1888368.78,12.0,48,Current,2024-04-15,2024-05-12,2028-05-12
L0005149,C003876,Personal,383336.32,264541.75,15.41,36,Delinquent,2022-02-07,2022-02-26,2025-02-26
L0005150,C002526,Personal,1004378.76,540124.59,12.54,36,Default,2021-04-18,2021-05-15,2024-05-15
L0005151,C000923,Auto,501452.24,468607.74,9.57,60,Current,2023-09-16,2023-09-27,2028-09-27
L0005152,C002575,Personal,1329810.97,1175645.4,15.32,48,Current,2024-05-18,2024-06-18,2028-06-18
L0005153,C008755,Education,1595026.19,1272185.04,9.08,24,Current,2023-02-24,2023-03-19,2025-03-19
L0005154,C008847,Personal,351579.53,272581.7,13.49,60,Current,2021-02-20,2021-03-24,2026-03-24
L0005155,C000368,Business,4306071.87,4000157.54,11.42,36,Current,2024-07-19,2024-07-21,2027-07-21
